"id" "symbol"
"ENSMUSG00000095115" "ENSMUSG00000095115" "Itpripl2"
"ENSMUSG00000024384" "ENSMUSG00000024384" "Iws1"
"ENSMUSG00000028530" "ENSMUSG00000028530" "Jak1"
"ENSMUSG00000034271" "ENSMUSG00000034271" "Jdp2"
"ENSMUSG00000022426" "ENSMUSG00000022426" "Josd1"
"ENSMUSG00000038695" "ENSMUSG00000038695" "Josd2"
"ENSMUSG00000061751" "ENSMUSG00000061751" "Kalrn"
"ENSMUSG00000031948" "ENSMUSG00000031948" "Kars"
"ENSMUSG00000041298" "ENSMUSG00000041298" "Katnal1"
"ENSMUSG00000055675" "ENSMUSG00000055675" "Kbtbd11"
"ENSMUSG00000028931" "ENSMUSG00000028931" "Kcnab2"
"ENSMUSG00000059852" "ENSMUSG00000059852" "Kcng2"
"ENSMUSG00000079056" "ENSMUSG00000079056" "Kcnip3"
"ENSMUSG00000050138" "ENSMUSG00000050138" "Kcnk12"
"ENSMUSG00000046410" "ENSMUSG00000046410" "Kcnk6"
"ENSMUSG00000054342" "ENSMUSG00000054342" "Kcnn4"
"ENSMUSG00000028033" "ENSMUSG00000028033" "Kcnq5"
"ENSMUSG00000036225" "ENSMUSG00000036225" "Kctd1"
"ENSMUSG00000098557" "ENSMUSG00000098557" "Kctd12"
"ENSMUSG00000051727" "ENSMUSG00000051727" "Kctd14"
"ENSMUSG00000033287" "ENSMUSG00000033287" "Kctd17"
"ENSMUSG00000005936" "ENSMUSG00000005936" "Kctd20"
"ENSMUSG00000034487" "ENSMUSG00000034487" "Kdelc2"
"ENSMUSG00000079111" "ENSMUSG00000079111" "Kdelr2"
"ENSMUSG00000054611" "ENSMUSG00000054611" "Kdm2a"
"ENSMUSG00000053470" "ENSMUSG00000053470" "Kdm3a"
"ENSMUSG00000042207" "ENSMUSG00000042207" "Kdm5b"
"ENSMUSG00000029866" "ENSMUSG00000029866" "Kel"
"ENSMUSG00000028790" "ENSMUSG00000028790" "Khdrbs1"
"ENSMUSG00000029162" "ENSMUSG00000029162" "Khk"
"ENSMUSG00000007670" "ENSMUSG00000007670" "Khsrp"
"ENSMUSG00000012443" "ENSMUSG00000012443" "Kif11"
"ENSMUSG00000111220" "ENSMUSG00000111220" "Kif11"
"ENSMUSG00000036768" "ENSMUSG00000036768" "Kif15"
"ENSMUSG00000051378" "ENSMUSG00000051378" "Kif18b"
"ENSMUSG00000041642" "ENSMUSG00000041642" "Kif21b"
"ENSMUSG00000030677" "ENSMUSG00000030677" "Kif22"
"ENSMUSG00000032254" "ENSMUSG00000032254" "Kif23"
"ENSMUSG00000021693" "ENSMUSG00000021693" "Kif2a"
"ENSMUSG00000018395" "ENSMUSG00000018395" "Kif3a"
"ENSMUSG00000034311" "ENSMUSG00000034311" "Kif4"
"ENSMUSG00000054191" "ENSMUSG00000054191" "Klf1"
"ENSMUSG00000052040" "ENSMUSG00000052040" "Klf13"
"ENSMUSG00000055148" "ENSMUSG00000055148" "Klf2"
"ENSMUSG00000029178" "ENSMUSG00000029178" "Klf3"
"ENSMUSG00000003032" "ENSMUSG00000003032" "Klf4"
"ENSMUSG00000000078" "ENSMUSG00000000078" "Klf6"
"ENSMUSG00000033863" "ENSMUSG00000033863" "Klf9"
"ENSMUSG00000020978" "ENSMUSG00000020978" "Klhdc2"
"ENSMUSG00000063576" "ENSMUSG00000063576" "Klhdc3"
"ENSMUSG00000032609" "ENSMUSG00000032609" "Klhdc8b"
"ENSMUSG00000022750" "ENSMUSG00000022750" "Klhl22"
"ENSMUSG00000031828" "ENSMUSG00000031828" "Klhl36"
"ENSMUSG00000064023" "ENSMUSG00000064023" "Klk8"
"ENSMUSG00000030154" "ENSMUSG00000030154" "Klrb1f"
"ENSMUSG00000030149" "ENSMUSG00000030149" "Klrk1"
"ENSMUSG00000001440" "ENSMUSG00000001440" "Kpnb1"
"ENSMUSG00000023043" "ENSMUSG00000023043" "Krt18"
"ENSMUSG00000042747" "ENSMUSG00000042747" "Krtcap2"
"ENSMUSG00000073775" "ENSMUSG00000073775" "Kti12"
"ENSMUSG00000031391" "ENSMUSG00000031391" "L1cam"
"ENSMUSG00000039089" "ENSMUSG00000039089" "L3mbtl3"
"ENSMUSG00000055541" "ENSMUSG00000055541" "Lair1"
"ENSMUSG00000031447" "ENSMUSG00000031447" "Lamp1"
"ENSMUSG00000039682" "ENSMUSG00000039682" "Lap3"
"ENSMUSG00000037331" "ENSMUSG00000037331" "Larp1"
"ENSMUSG00000025762" "ENSMUSG00000025762" "Larp1b"
"ENSMUSG00000027968" "ENSMUSG00000027968" "Larp7"
"ENSMUSG00000024493" "ENSMUSG00000024493" "Lars"
"ENSMUSG00000030742" "ENSMUSG00000030742" "Lat"
"ENSMUSG00000040751" "ENSMUSG00000040751" "Lat2"
"ENSMUSG00000024063" "ENSMUSG00000024063" "Lbh"
"ENSMUSG00000016024" "ENSMUSG00000016024" "Lbp"
"ENSMUSG00000000409" "ENSMUSG00000000409" "Lck"
"ENSMUSG00000026822" "ENSMUSG00000026822" "Lcn2"
"ENSMUSG00000021998" "ENSMUSG00000021998" "Lcp1"
"ENSMUSG00000002699" "ENSMUSG00000002699" "Lcp2"
"ENSMUSG00000025223" "ENSMUSG00000025223" "Ldb1"
"ENSMUSG00000063229" "ENSMUSG00000063229" "Ldha"
"ENSMUSG00000030246" "ENSMUSG00000030246" "Ldhb"
"ENSMUSG00000048058" "ENSMUSG00000048058" "Ldlrad3"
"ENSMUSG00000038793" "ENSMUSG00000038793" "Lefty1"
"ENSMUSG00000035212" "ENSMUSG00000035212" "Leprot"
"ENSMUSG00000029570" "ENSMUSG00000029570" "Lfng"
"ENSMUSG00000068220" "ENSMUSG00000068220" "Lgals1"
"ENSMUSG00000050335" "ENSMUSG00000050335" "Lgals3"
"ENSMUSG00000033880" "ENSMUSG00000033880" "Lgals3bp"
"ENSMUSG00000001123" "ENSMUSG00000001123" "Lgals9"
"ENSMUSG00000021190" "ENSMUSG00000021190" "Lgmn"
"ENSMUSG00000029199" "ENSMUSG00000029199" "Lias"
"ENSMUSG00000056394" "ENSMUSG00000056394" "Lig1"
"ENSMUSG00000040699" "ENSMUSG00000040699" "Limd2"
"ENSMUSG00000019920" "ENSMUSG00000019920" "Lims1"
"ENSMUSG00000022500" "ENSMUSG00000022500" "Litaf"
"ENSMUSG00000041891" "ENSMUSG00000041891" "Lman1"
"ENSMUSG00000021484" "ENSMUSG00000021484" "Lman2"
"ENSMUSG00000057604" "ENSMUSG00000057604" "Lmcd1"
"ENSMUSG00000028063" "ENSMUSG00000028063" "Lmna"
"ENSMUSG00000062075" "ENSMUSG00000062075" "Lmnb2"
"ENSMUSG00000036111" "ENSMUSG00000036111" "Lmo1"
"ENSMUSG00000032698" "ENSMUSG00000032698" "Lmo2"
"ENSMUSG00000028266" "ENSMUSG00000028266" "Lmo4"
"ENSMUSG00000041168" "ENSMUSG00000041168" "Lonp1"
"ENSMUSG00000047866" "ENSMUSG00000047866" "Lonp2"
"ENSMUSG00000031861" "ENSMUSG00000031861" "Lpar2"
"ENSMUSG00000033446" "ENSMUSG00000033446" "Lpar6"
"ENSMUSG00000033192" "ENSMUSG00000033192" "Lpcat2"
"ENSMUSG00000027134" "ENSMUSG00000027134" "Lpcat4"
"ENSMUSG00000026623" "ENSMUSG00000026623" "Lpgat1"
"ENSMUSG00000020593" "ENSMUSG00000020593" "Lpin1"
"ENSMUSG00000024052" "ENSMUSG00000024052" "Lpin2"
"ENSMUSG00000037095" "ENSMUSG00000037095" "Lrg1"
"ENSMUSG00000030263" "ENSMUSG00000030263" "Lrmp"
"ENSMUSG00000040249" "ENSMUSG00000040249" "Lrp1"
"ENSMUSG00000027253" "ENSMUSG00000027253" "Lrp4"
"ENSMUSG00000024913" "ENSMUSG00000024913" "Lrp5"
"ENSMUSG00000024120" "ENSMUSG00000024120" "Lrpprc"
"ENSMUSG00000032352" "ENSMUSG00000032352" "Lrrc1"
"ENSMUSG00000033728" "ENSMUSG00000033728" "Lrrc14"
"ENSMUSG00000034158" "ENSMUSG00000034158" "Lrrc58"
"ENSMUSG00000054720" "ENSMUSG00000054720" "Lrrc8c"
"ENSMUSG00000026305" "ENSMUSG00000026305" "Lrrfip1"
"ENSMUSG00000036273" "ENSMUSG00000036273" "Lrrk2"
"ENSMUSG00000029703" "ENSMUSG00000029703" "Lrwd1"
"ENSMUSG00000066568" "ENSMUSG00000066568" "Lsm14a"
"ENSMUSG00000031848" "ENSMUSG00000031848" "Lsm4"
"ENSMUSG00000110900" "ENSMUSG00000110900" "Lsm4"
"ENSMUSG00000018819" "ENSMUSG00000018819" "Lsp1"
"ENSMUSG00000015889" "ENSMUSG00000015889" "Lta4h"
"ENSMUSG00000046908" "ENSMUSG00000046908" "Ltb4r1"
"ENSMUSG00000030339" "ENSMUSG00000030339" "Ltbr"
"ENSMUSG00000024188" "ENSMUSG00000024188" "Luc7l"
"ENSMUSG00000029823" "ENSMUSG00000029823" "Luc7l2"
"ENSMUSG00000020863" "ENSMUSG00000020863" "Luc7l3"
"ENSMUSG00000001089" "ENSMUSG00000001089" "Luzp1"
"ENSMUSG00000047557" "ENSMUSG00000047557" "Lxn"
"ENSMUSG00000022584" "ENSMUSG00000022584" "Ly6c2"
"ENSMUSG00000034634" "ENSMUSG00000034634" "Ly6d"
"ENSMUSG00000022587" "ENSMUSG00000022587" "Ly6e"
"ENSMUSG00000021423" "ENSMUSG00000021423" "Ly86"
"ENSMUSG00000004707" "ENSMUSG00000004707" "Ly9"
"ENSMUSG00000067367" "ENSMUSG00000067367" "Lyar"
"ENSMUSG00000034041" "ENSMUSG00000034041" "Lyl1"
"ENSMUSG00000032184" "ENSMUSG00000032184" "Lysmd2"
"ENSMUSG00000019726" "ENSMUSG00000019726" "Lyst"
"ENSMUSG00000028649" "ENSMUSG00000028649" "Macf1"
"ENSMUSG00000029910" "ENSMUSG00000029910" "Mad2l1"
"ENSMUSG00000025268" "ENSMUSG00000025268" "Maged2"
"ENSMUSG00000028609" "ENSMUSG00000028609" "Magoh"
"ENSMUSG00000031232" "ENSMUSG00000031232" "Magt1"
"ENSMUSG00000092341" "ENSMUSG00000092341" "Malat1"
"ENSMUSG00000032688" "ENSMUSG00000032688" "Malt1"
"ENSMUSG00000061143" "ENSMUSG00000061143" "Maml3"
"ENSMUSG00000003746" "ENSMUSG00000003746" "Man1a"
"ENSMUSG00000037306" "ENSMUSG00000037306" "Man1c1"
"ENSMUSG00000005142" "ENSMUSG00000005142" "Man2b1"
"ENSMUSG00000032575" "ENSMUSG00000032575" "Manf"
"ENSMUSG00000031812" "ENSMUSG00000031812" "Map1lc3b"
"ENSMUSG00000035027" "ENSMUSG00000035027" "Map2k2"
"ENSMUSG00000020941" "ENSMUSG00000020941" "Map3k14"
"ENSMUSG00000020700" "ENSMUSG00000020700" "Map3k3"
"ENSMUSG00000071369" "ENSMUSG00000071369" "Map3k5"
"ENSMUSG00000024242" "ENSMUSG00000024242" "Map4k3"
"ENSMUSG00000026074" "ENSMUSG00000026074" "Map4k4"
"ENSMUSG00000053436" "ENSMUSG00000053436" "Mapk14"
"ENSMUSG00000042688" "ENSMUSG00000042688" "Mapk6"
"ENSMUSG00000016528" "ENSMUSG00000016528" "Mapkapk2"
"ENSMUSG00000032577" "ENSMUSG00000032577" "Mapkapk3"
"ENSMUSG00000027479" "ENSMUSG00000027479" "Mapre1"
"ENSMUSG00000047945" "ENSMUSG00000047945" "Marcksl1"
"ENSMUSG00000040354" "ENSMUSG00000040354" "Mars"
"ENSMUSG00000044345" "ENSMUSG00000044345" "Marveld1"
"ENSMUSG00000003810" "ENSMUSG00000003810" "Mast2"
"ENSMUSG00000053907" "ENSMUSG00000053907" "Mat2a"
"ENSMUSG00000104463" "ENSMUSG00000104463" "Mat2a"
"ENSMUSG00000022324" "ENSMUSG00000022324" "Matn2"
"ENSMUSG00000024513" "ENSMUSG00000024513" "Mbd2"
"ENSMUSG00000038732" "ENSMUSG00000038732" "Mboat1"
"ENSMUSG00000031442" "ENSMUSG00000031442" "Mcf2l"
"ENSMUSG00000026669" "ENSMUSG00000026669" "Mcm10"
"ENSMUSG00000002870" "ENSMUSG00000002870" "Mcm2"
"ENSMUSG00000041859" "ENSMUSG00000041859" "Mcm3"
"ENSMUSG00000022673" "ENSMUSG00000022673" "Mcm4"
"ENSMUSG00000005410" "ENSMUSG00000005410" "Mcm5"
"ENSMUSG00000026355" "ENSMUSG00000026355" "Mcm6"
"ENSMUSG00000029730" "ENSMUSG00000029730" "Mcm7"
"ENSMUSG00000039842" "ENSMUSG00000039842" "Mcph1"
"ENSMUSG00000061068" "ENSMUSG00000061068" "Mcpt4"
"ENSMUSG00000022157" "ENSMUSG00000022157" "Mcpt8"
"ENSMUSG00000021596" "ENSMUSG00000021596" "Mctp1"
"ENSMUSG00000043557" "ENSMUSG00000043557" "Mdga1"
"ENSMUSG00000020321" "ENSMUSG00000020321" "Mdh1"
"ENSMUSG00000019179" "ENSMUSG00000019179" "Mdh2"
"ENSMUSG00000024556" "ENSMUSG00000024556" "Me2"
"ENSMUSG00000028910" "ENSMUSG00000028910" "Mecr"
"ENSMUSG00000018076" "ENSMUSG00000018076" "Med13l"
"ENSMUSG00000002968" "ENSMUSG00000002968" "Med25"
"ENSMUSG00000038622" "ENSMUSG00000038622" "Med30"
"ENSMUSG00000020397" "ENSMUSG00000020397" "Med7"
"ENSMUSG00000022534" "ENSMUSG00000022534" "Mefv"
"ENSMUSG00000020160" "ENSMUSG00000020160" "Meis1"
"ENSMUSG00000058704" "ENSMUSG00000058704" "Memo1"
"ENSMUSG00000036112" "ENSMUSG00000036112" "Metap2"
"ENSMUSG00000048222" "ENSMUSG00000048222" "Mfap1b"
"ENSMUSG00000020522" "ENSMUSG00000020522" "Mfap3"
"ENSMUSG00000030605" "ENSMUSG00000030605" "Mfge8"
"ENSMUSG00000070056" "ENSMUSG00000070056" "Mfhas1"
"ENSMUSG00000027668" "ENSMUSG00000027668" "Mfn1"
"ENSMUSG00000001082" "ENSMUSG00000001082" "Mfsd10"
"ENSMUSG00000037336" "ENSMUSG00000037336" "Mfsd2b"
"ENSMUSG00000041439" "ENSMUSG00000041439" "Mfsd6"
"ENSMUSG00000068587" "ENSMUSG00000068587" "Mgam"
"ENSMUSG00000026110" "ENSMUSG00000026110" "Mgat4a"
"ENSMUSG00000036155" "ENSMUSG00000036155" "Mgat5"
"ENSMUSG00000040950" "ENSMUSG00000040950" "Mgl2"
"ENSMUSG00000033174" "ENSMUSG00000033174" "Mgll"
"ENSMUSG00000008540" "ENSMUSG00000008540" "Mgst1"
"ENSMUSG00000074604" "ENSMUSG00000074604" "Mgst2"
"ENSMUSG00000026688" "ENSMUSG00000026688" "Mgst3"
"ENSMUSG00000019823" "ENSMUSG00000019823" "Mical1"
"ENSMUSG00000051586" "ENSMUSG00000051586" "Mical3"
"ENSMUSG00000036718" "ENSMUSG00000036718" "Micall2"
"ENSMUSG00000028522" "ENSMUSG00000028522" "Mier1"
"ENSMUSG00000032727" "ENSMUSG00000032727" "Mier3"
"ENSMUSG00000024896" "ENSMUSG00000024896" "Minpp1"
"ENSMUSG00000105196" "ENSMUSG00000105196" "Mir142"
"ENSMUSG00000031004" "ENSMUSG00000031004" "Mki67"
"ENSMUSG00000042292" "ENSMUSG00000042292" "Mkl1"
"ENSMUSG00000029922" "ENSMUSG00000029922" "Mkrn1"
"ENSMUSG00000048578" "ENSMUSG00000048578" "Mlec"
"ENSMUSG00000028496" "ENSMUSG00000028496" "Mllt3"
"ENSMUSG00000038437" "ENSMUSG00000038437" "Mllt6"
"ENSMUSG00000048497" "ENSMUSG00000048497" "Mmgt2"
"ENSMUSG00000000957" "ENSMUSG00000000957" "Mmp14"
"ENSMUSG00000090272" "ENSMUSG00000090272" "Mndal"
"ENSMUSG00000032221" "ENSMUSG00000032221" "Mns1"
"ENSMUSG00000052396" "ENSMUSG00000052396" "Mogat2"
"ENSMUSG00000030036" "ENSMUSG00000030036" "Mogs"
"ENSMUSG00000031422" "ENSMUSG00000031422" "Morf4l2"
"ENSMUSG00000037221" "ENSMUSG00000037221" "Mospd3"
"ENSMUSG00000046805" "ENSMUSG00000046805" "Mpeg1"
"ENSMUSG00000006389" "ENSMUSG00000006389" "Mpl"
"ENSMUSG00000003199" "ENSMUSG00000003199" "Mpnd"
"ENSMUSG00000009350" "ENSMUSG00000009350" "Mpo"
"ENSMUSG00000038388" "ENSMUSG00000038388" "Mpp6"
"ENSMUSG00000032470" "ENSMUSG00000032470" "Mras"
"ENSMUSG00000048965" "ENSMUSG00000048965" "Mrgpre"
"ENSMUSG00000039640" "ENSMUSG00000039640" "Mrpl12"
"ENSMUSG00000033845" "ENSMUSG00000033845" "Mrpl15"
"ENSMUSG00000030879" "ENSMUSG00000030879" "Mrpl17"
"ENSMUSG00000057388" "ENSMUSG00000057388" "Mrpl18"
"ENSMUSG00000029066" "ENSMUSG00000029066" "Mrpl20"
"ENSMUSG00000020514" "ENSMUSG00000020514" "Mrpl22"
"ENSMUSG00000024181" "ENSMUSG00000024181" "Mrpl28"
"ENSMUSG00000032563" "ENSMUSG00000032563" "Mrpl3"
"ENSMUSG00000026087" "ENSMUSG00000026087" "Mrpl30"
"ENSMUSG00000034880" "ENSMUSG00000034880" "Mrpl34"
"ENSMUSG00000052962" "ENSMUSG00000052962" "Mrpl35"
"ENSMUSG00000028622" "ENSMUSG00000028622" "Mrpl37"
"ENSMUSG00000020775" "ENSMUSG00000020775" "Mrpl38"
"ENSMUSG00000062981" "ENSMUSG00000062981" "Mrpl42"
"ENSMUSG00000018882" "ENSMUSG00000018882" "Mrpl45"
"ENSMUSG00000037531" "ENSMUSG00000037531" "Mrpl47"
"ENSMUSG00000010406" "ENSMUSG00000010406" "Mrpl52"
"ENSMUSG00000034932" "ENSMUSG00000034932" "Mrpl54"
"ENSMUSG00000036860" "ENSMUSG00000036860" "Mrpl55"
"ENSMUSG00000028140" "ENSMUSG00000028140" "Mrpl9"
"ENSMUSG00000032459" "ENSMUSG00000032459" "Mrps22"
"ENSMUSG00000020477" "ENSMUSG00000020477" "Mrps24"
"ENSMUSG00000037740" "ENSMUSG00000037740" "Mrps26"
"ENSMUSG00000040269" "ENSMUSG00000040269" "Mrps28"
"ENSMUSG00000061474" "ENSMUSG00000061474" "Mrps36"
"ENSMUSG00000027374" "ENSMUSG00000027374" "Mrps5"
"ENSMUSG00000028741" "ENSMUSG00000028741" "Mrto4"
"ENSMUSG00000005611" "ENSMUSG00000005611" "Mrvi1"
"ENSMUSG00000056290" "ENSMUSG00000056290" "Ms4a4b"
"ENSMUSG00000024677" "ENSMUSG00000024677" "Ms4a6b"
"ENSMUSG00000079419" "ENSMUSG00000079419" "Ms4a6c"
"ENSMUSG00000005370" "ENSMUSG00000005370" "Msh6"
"ENSMUSG00000031207" "ENSMUSG00000031207" "Msn"
"ENSMUSG00000031765" "ENSMUSG00000031765" "Mt1"
"ENSMUSG00000031762" "ENSMUSG00000031762" "Mt2"
"ENSMUSG00000021144" "ENSMUSG00000021144" "Mta1"
"ENSMUSG00000071646" "ENSMUSG00000071646" "Mta2"
"ENSMUSG00000055817" "ENSMUSG00000055817" "Mta3"
"ENSMUSG00000027282" "ENSMUSG00000027282" "Mtch2"
"ENSMUSG00000111714" "ENSMUSG00000111714" "Mtch2"
"ENSMUSG00000022255" "ENSMUSG00000022255" "Mtdh"
"ENSMUSG00000004748" "ENSMUSG00000004748" "Mtfp1"
"ENSMUSG00000027601" "ENSMUSG00000027601" "Mtfr1"
"ENSMUSG00000021048" "ENSMUSG00000021048" "Mthfd1"
"ENSMUSG00000005667" "ENSMUSG00000005667" "Mthfd2"
"ENSMUSG00000030269" "ENSMUSG00000030269" "Mtmr14"
"ENSMUSG00000045636" "ENSMUSG00000045636" "Mtus1"
"ENSMUSG00000027099" "ENSMUSG00000027099" "Mtx2"
"ENSMUSG00000022824" "ENSMUSG00000022824" "Muc13"
"ENSMUSG00000028687" "ENSMUSG00000028687" "Mutyh"
"ENSMUSG00000068566" "ENSMUSG00000068566" "Myadm"
"ENSMUSG00000097829" "ENSMUSG00000097829" "Myadm"
"ENSMUSG00000019982" "ENSMUSG00000019982" "Myb"
"ENSMUSG00000040463" "ENSMUSG00000040463" "Mybbp1a"
"ENSMUSG00000022346" "ENSMUSG00000022346" "Myc"
"ENSMUSG00000037169" "ENSMUSG00000037169" "Mycn"
"ENSMUSG00000046916" "ENSMUSG00000046916" "Myct1"
"ENSMUSG00000022443" "ENSMUSG00000022443" "Myh9"
"ENSMUSG00000034868" "ENSMUSG00000034868" "Myl12b"
"ENSMUSG00000038175" "ENSMUSG00000038175" "Mylip"
"ENSMUSG00000031698" "ENSMUSG00000031698" "Mylk3"
"ENSMUSG00000030672" "ENSMUSG00000030672" "Mylpf"
"ENSMUSG00000034427" "ENSMUSG00000034427" "Myo15b"
"ENSMUSG00000035441" "ENSMUSG00000035441" "Myo1d"
"ENSMUSG00000024300" "ENSMUSG00000024300" "Myo1f"
"ENSMUSG00000020437" "ENSMUSG00000020437" "Myo1g"
"ENSMUSG00000030761" "ENSMUSG00000030761" "Myo7a"
"ENSMUSG00000037795" "ENSMUSG00000037795" "N4bp2"
"ENSMUSG00000041132" "ENSMUSG00000041132" "N4bp2l1"
"ENSMUSG00000001053" "ENSMUSG00000001053" "N4bp3"
"ENSMUSG00000042719" "ENSMUSG00000042719" "Naa25"
"ENSMUSG00000022698" "ENSMUSG00000022698" "Naa50"
"ENSMUSG00000002881" "ENSMUSG00000002881" "Nab1"
"ENSMUSG00000022453" "ENSMUSG00000022453" "Naga"
"ENSMUSG00000001751" "ENSMUSG00000001751" "Naglu"
"ENSMUSG00000048217" "ENSMUSG00000048217" "Nags"
"ENSMUSG00000078945" "ENSMUSG00000078945" "Naip2"
"ENSMUSG00000056155" "ENSMUSG00000056155" "Nanos3"
"ENSMUSG00000059119" "ENSMUSG00000059119" "Nap1l4"
"ENSMUSG00000002204" "ENSMUSG00000002204" "Napsa"
"ENSMUSG00000000056" "ENSMUSG00000000056" "Narf"
"ENSMUSG00000028693" "ENSMUSG00000028693" "Nasp"
"ENSMUSG00000027185" "ENSMUSG00000027185" "Nat10"
"ENSMUSG00000048142" "ENSMUSG00000048142" "Nat8l"
"ENSMUSG00000009418" "ENSMUSG00000009418" "Nav1"
"ENSMUSG00000039542" "ENSMUSG00000039542" "Ncam1"
"ENSMUSG00000038252" "ENSMUSG00000038252" "Ncapd2"
"ENSMUSG00000028330" "ENSMUSG00000028330" "Ncbp1"
"ENSMUSG00000015950" "ENSMUSG00000015950" "Ncf1"
"ENSMUSG00000026480" "ENSMUSG00000026480" "Ncf2"
"ENSMUSG00000071715" "ENSMUSG00000071715" "Ncf4"
"ENSMUSG00000027002" "ENSMUSG00000027002" "Nckap1"
"ENSMUSG00000023009" "ENSMUSG00000023009" "Nckap5l"
"ENSMUSG00000026234" "ENSMUSG00000026234" "Ncl"
"ENSMUSG00000020238" "ENSMUSG00000020238" "Ncln"
"ENSMUSG00000005886" "ENSMUSG00000005886" "Ncoa2"
"ENSMUSG00000027678" "ENSMUSG00000027678" "Ncoa3"
"ENSMUSG00000038369" "ENSMUSG00000038369" "Ncoa6"
"ENSMUSG00000018501" "ENSMUSG00000018501" "Ncor1"
"ENSMUSG00000062661" "ENSMUSG00000062661" "Ncs1"
"ENSMUSG00000005125" "ENSMUSG00000005125" "Ndrg1"
"ENSMUSG00000054008" "ENSMUSG00000054008" "Ndst1"
"ENSMUSG00000039308" "ENSMUSG00000039308" "Ndst2"
"ENSMUSG00000026260" "ENSMUSG00000026260" "Ndufa10"
"ENSMUSG00000020022" "ENSMUSG00000020022" "Ndufa12"
"ENSMUSG00000036199" "ENSMUSG00000036199" "Ndufa13"
"ENSMUSG00000041881" "ENSMUSG00000041881" "Ndufa7"
"ENSMUSG00000040048" "ENSMUSG00000040048" "Ndufb10"
"ENSMUSG00000002416" "ENSMUSG00000002416" "Ndufb2"
"ENSMUSG00000027673" "ENSMUSG00000027673" "Ndufb5"
"ENSMUSG00000071014" "ENSMUSG00000071014" "Ndufb6"
"ENSMUSG00000025204" "ENSMUSG00000025204" "Ndufb8"
"ENSMUSG00000022354" "ENSMUSG00000022354" "Ndufb9"
"ENSMUSG00000030647" "ENSMUSG00000030647" "Ndufc2"
"ENSMUSG00000025968" "ENSMUSG00000025968" "Ndufs1"
"ENSMUSG00000013593" "ENSMUSG00000013593" "Ndufs2"
"ENSMUSG00000021606" "ENSMUSG00000021606" "Ndufs6"
"ENSMUSG00000020153" "ENSMUSG00000020153" "Ndufs7"
"ENSMUSG00000037916" "ENSMUSG00000037916" "Ndufv1"
"ENSMUSG00000024099" "ENSMUSG00000024099" "Ndufv2"
"ENSMUSG00000024038" "ENSMUSG00000024038" "Ndufv3"
"ENSMUSG00000028923" "ENSMUSG00000028923" "Necap2"
"ENSMUSG00000032216" "ENSMUSG00000032216" "Nedd4"
"ENSMUSG00000021365" "ENSMUSG00000021365" "Nedd9"
"ENSMUSG00000020396" "ENSMUSG00000020396" "Nefh"
"ENSMUSG00000039396" "ENSMUSG00000039396" "Neil3"
"ENSMUSG00000026749" "ENSMUSG00000026749" "Nek6"
"ENSMUSG00000037499" "ENSMUSG00000037499" "Nenf"
"ENSMUSG00000021215" "ENSMUSG00000021215" "Net1"
"ENSMUSG00000007038" "ENSMUSG00000007038" "Neu1"
"ENSMUSG00000047180" "ENSMUSG00000047180" "Neurl3"
"ENSMUSG00000058099" "ENSMUSG00000058099" "Nfam1"
"ENSMUSG00000003847" "ENSMUSG00000003847" "Nfat5"
"ENSMUSG00000033016" "ENSMUSG00000033016" "Nfatc1"
"ENSMUSG00000027544" "ENSMUSG00000027544" "Nfatc2"
"ENSMUSG00000031902" "ENSMUSG00000031902" "Nfatc3"
"ENSMUSG00000058794" "ENSMUSG00000058794" "Nfe2"
"ENSMUSG00000038615" "ENSMUSG00000038615" "Nfe2l1"
"ENSMUSG00000015839" "ENSMUSG00000015839" "Nfe2l2"
"ENSMUSG00000028565" "ENSMUSG00000028565" "Nfia"
"ENSMUSG00000055053" "ENSMUSG00000055053" "Nfic"
"ENSMUSG00000056749" "ENSMUSG00000056749" "Nfil3"
"ENSMUSG00000001911" "ENSMUSG00000001911" "Nfix"
"ENSMUSG00000028163" "ENSMUSG00000028163" "Nfkb1"
"ENSMUSG00000021025" "ENSMUSG00000021025" "Nfkbia"
"ENSMUSG00000023947" "ENSMUSG00000023947" "Nfkbie"
"ENSMUSG00000027618" "ENSMUSG00000027618" "Nfs1"
"ENSMUSG00000023994" "ENSMUSG00000023994" "Nfya"
"ENSMUSG00000115906" "ENSMUSG00000115906" "Nfya"
"ENSMUSG00000021785" "ENSMUSG00000021785" "Ngly1"
"ENSMUSG00000025078" "ENSMUSG00000025078" "Nhlrc2"
"ENSMUSG00000079481" "ENSMUSG00000079481" "Nhsl2"
"ENSMUSG00000037966" "ENSMUSG00000037966" "Ninj1"
"ENSMUSG00000068115" "ENSMUSG00000068115" "Ninl"
"ENSMUSG00000034285" "ENSMUSG00000034285" "Nipsnap1"
"ENSMUSG00000004612" "ENSMUSG00000004612" "Nkg7"
"ENSMUSG00000051790" "ENSMUSG00000051790" "Nlgn2"
"ENSMUSG00000032109" "ENSMUSG00000032109" "Nlrx1"
"ENSMUSG00000027787" "ENSMUSG00000027787" "Nmd3"
"ENSMUSG00000037601" "ENSMUSG00000037601" "Nme1"
"ENSMUSG00000020857" "ENSMUSG00000020857" "Nme2"
"ENSMUSG00000024177" "ENSMUSG00000024177" "Nme4"
"ENSMUSG00000063445" "ENSMUSG00000063445" "Nmral1"
"ENSMUSG00000024999" "ENSMUSG00000024999" "Noc3l"
