"id" "symbol"
"ENSMUSG00000040747" "ENSMUSG00000040747" "Cd53"
"ENSMUSG00000026399" "ENSMUSG00000026399" "Cd55"
"ENSMUSG00000032679" "ENSMUSG00000032679" "Cd59a"
"ENSMUSG00000025351" "ENSMUSG00000025351" "Cd63"
"ENSMUSG00000018774" "ENSMUSG00000018774" "Cd68"
"ENSMUSG00000025163" "ENSMUSG00000025163" "Cd7"
"ENSMUSG00000024610" "ENSMUSG00000024610" "Cd74"
"ENSMUSG00000040592" "ENSMUSG00000040592" "Cd79b"
"ENSMUSG00000037706" "ENSMUSG00000037706" "Cd81"
"ENSMUSG00000027215" "ENSMUSG00000027215" "Cd82"
"ENSMUSG00000030342" "ENSMUSG00000030342" "Cd9"
"ENSMUSG00000027435" "ENSMUSG00000027435" "Cd93"
"ENSMUSG00000035776" "ENSMUSG00000035776" "Cd99l2"
"ENSMUSG00000033502" "ENSMUSG00000033502" "Cdc14a"
"ENSMUSG00000027330" "ENSMUSG00000027330" "Cdc25b"
"ENSMUSG00000020307" "ENSMUSG00000020307" "Cdc34"
"ENSMUSG00000019471" "ENSMUSG00000019471" "Cdc37"
"ENSMUSG00000006699" "ENSMUSG00000006699" "Cdc42"
"ENSMUSG00000046722" "ENSMUSG00000046722" "Cdc42se1"
"ENSMUSG00000000028" "ENSMUSG00000000028" "Cdc45"
"ENSMUSG00000023505" "ENSMUSG00000023505" "Cdca3"
"ENSMUSG00000055612" "ENSMUSG00000055612" "Cdca7"
"ENSMUSG00000028873" "ENSMUSG00000028873" "Cdca8"
"ENSMUSG00000019942" "ENSMUSG00000019942" "Cdk1"
"ENSMUSG00000041297" "ENSMUSG00000041297" "Cdk13"
"ENSMUSG00000026437" "ENSMUSG00000026437" "Cdk18"
"ENSMUSG00000024856" "ENSMUSG00000024856" "Cdk2ap2"
"ENSMUSG00000097485" "ENSMUSG00000097485" "Cdk2ap2"
"ENSMUSG00000006728" "ENSMUSG00000006728" "Cdk4"
"ENSMUSG00000048895" "ENSMUSG00000048895" "Cdk5r1"
"ENSMUSG00000040274" "ENSMUSG00000040274" "Cdk6"
"ENSMUSG00000023067" "ENSMUSG00000023067" "Cdkn1a"
"ENSMUSG00000037628" "ENSMUSG00000037628" "Cdkn3"
"ENSMUSG00000030878" "ENSMUSG00000030878" "Cdr2"
"ENSMUSG00000029330" "ENSMUSG00000029330" "Cds1"
"ENSMUSG00000006585" "ENSMUSG00000006585" "Cdt1"
"ENSMUSG00000059288" "ENSMUSG00000059288" "Cdyl"
"ENSMUSG00000074272" "ENSMUSG00000074272" "Ceacam1"
"ENSMUSG00000034957" "ENSMUSG00000034957" "Cebpa"
"ENSMUSG00000052435" "ENSMUSG00000052435" "Cebpe"
"ENSMUSG00000023031" "ENSMUSG00000023031" "Cela1"
"ENSMUSG00000005506" "ENSMUSG00000005506" "Celf1"
"ENSMUSG00000110883" "ENSMUSG00000110883" "Celf1"
"ENSMUSG00000016028" "ENSMUSG00000016028" "Celsr1"
"ENSMUSG00000023473" "ENSMUSG00000023473" "Celsr3"
"ENSMUSG00000107269" "ENSMUSG00000107269" "Celsr3"
"ENSMUSG00000045328" "ENSMUSG00000045328" "Cenpe"
"ENSMUSG00000026605" "ENSMUSG00000026605" "Cenpf"
"ENSMUSG00000045273" "ENSMUSG00000045273" "Cenph"
"ENSMUSG00000026708" "ENSMUSG00000026708" "Cenpl"
"ENSMUSG00000031756" "ENSMUSG00000031756" "Cenpn"
"ENSMUSG00000018509" "ENSMUSG00000018509" "Cenpv"
"ENSMUSG00000024989" "ENSMUSG00000024989" "Cep55"
"ENSMUSG00000039787" "ENSMUSG00000039787" "Cercam"
"ENSMUSG00000035891" "ENSMUSG00000035891" "Cerk"
"ENSMUSG00000031954" "ENSMUSG00000031954" "Cfdp1"
"ENSMUSG00000056201" "ENSMUSG00000056201" "Cfl1"
"ENSMUSG00000001128" "ENSMUSG00000001128" "Cfp"
"ENSMUSG00000054604" "ENSMUSG00000054604" "Cggbp1"
"ENSMUSG00000020309" "ENSMUSG00000020309" "Chac2"
"ENSMUSG00000022945" "ENSMUSG00000022945" "Chaf1b"
"ENSMUSG00000049422" "ENSMUSG00000049422" "Chchd10"
"ENSMUSG00000070493" "ENSMUSG00000070493" "Chchd2"
"ENSMUSG00000053768" "ENSMUSG00000053768" "Chchd3"
"ENSMUSG00000023852" "ENSMUSG00000023852" "Chd1"
"ENSMUSG00000078671" "ENSMUSG00000078671" "Chd2"
"ENSMUSG00000018474" "ENSMUSG00000018474" "Chd3"
"ENSMUSG00000041235" "ENSMUSG00000041235" "Chd7"
"ENSMUSG00000053754" "ENSMUSG00000053754" "Chd8"
"ENSMUSG00000032997" "ENSMUSG00000032997" "Chpf"
"ENSMUSG00000026080" "ENSMUSG00000026080" "Chst10"
"ENSMUSG00000036599" "ENSMUSG00000036599" "Chst12"
"ENSMUSG00000056643" "ENSMUSG00000056643" "Chst13"
"ENSMUSG00000037710" "ENSMUSG00000037710" "Cisd1"
"ENSMUSG00000078695" "ENSMUSG00000078695" "Cisd3"
"ENSMUSG00000032578" "ENSMUSG00000032578" "Cish"
"ENSMUSG00000029516" "ENSMUSG00000029516" "Cit"
"ENSMUSG00000039910" "ENSMUSG00000039910" "Cited2"
"ENSMUSG00000070803" "ENSMUSG00000070803" "Cited4"
"ENSMUSG00000048327" "ENSMUSG00000048327" "Ckap2l"
"ENSMUSG00000046841" "ENSMUSG00000046841" "Ckap4"
"ENSMUSG00000001270" "ENSMUSG00000001270" "Ckb"
"ENSMUSG00000064302" "ENSMUSG00000064302" "Clasp1"
"ENSMUSG00000040663" "ENSMUSG00000040663" "Clcf1"
"ENSMUSG00000097629" "ENSMUSG00000097629" "Clcf1"
"ENSMUSG00000008843" "ENSMUSG00000008843" "Cldn13"
"ENSMUSG00000001739" "ENSMUSG00000001739" "Cldn15"
"ENSMUSG00000000318" "ENSMUSG00000000318" "Clec10a"
"ENSMUSG00000004473" "ENSMUSG00000004473" "Clec11a"
"ENSMUSG00000053063" "ENSMUSG00000053063" "Clec12a"
"ENSMUSG00000030157" "ENSMUSG00000030157" "Clec2d"
"ENSMUSG00000030142" "ENSMUSG00000030142" "Clec4e"
"ENSMUSG00000007041" "ENSMUSG00000007041" "Clic1"
"ENSMUSG00000037242" "ENSMUSG00000037242" "Clic4"
"ENSMUSG00000006169" "ENSMUSG00000006169" "Clint1"
"ENSMUSG00000039315" "ENSMUSG00000039315" "Clnk"
"ENSMUSG00000002660" "ENSMUSG00000002660" "Clpp"
"ENSMUSG00000042489" "ENSMUSG00000042489" "Clspn"
"ENSMUSG00000028478" "ENSMUSG00000028478" "Clta"
"ENSMUSG00000022037" "ENSMUSG00000022037" "Clu"
"ENSMUSG00000025545" "ENSMUSG00000025545" "Clybl"
"ENSMUSG00000022225" "ENSMUSG00000022225" "Cma1"
"ENSMUSG00000020638" "ENSMUSG00000020638" "Cmpk2"
"ENSMUSG00000031875" "ENSMUSG00000031875" "Cmtm3"
"ENSMUSG00000096188" "ENSMUSG00000096188" "Cmtm4"
"ENSMUSG00000032436" "ENSMUSG00000032436" "Cmtm7"
"ENSMUSG00000030057" "ENSMUSG00000030057" "Cnbp"
"ENSMUSG00000004665" "ENSMUSG00000004665" "Cnn2"
"ENSMUSG00000053931" "ENSMUSG00000053931" "Cnn3"
"ENSMUSG00000064105" "ENSMUSG00000064105" "Cnnm2"
"ENSMUSG00000037408" "ENSMUSG00000037408" "Cnnm4"
"ENSMUSG00000036550" "ENSMUSG00000036550" "Cnot1"
"ENSMUSG00000006782" "ENSMUSG00000006782" "Cnp"
"ENSMUSG00000025381" "ENSMUSG00000025381" "Cnpy2"
"ENSMUSG00000023973" "ENSMUSG00000023973" "Cnpy3"
"ENSMUSG00000062585" "ENSMUSG00000062585" "Cnr2"
"ENSMUSG00000034903" "ENSMUSG00000034903" "Cobll1"
"ENSMUSG00000032299" "ENSMUSG00000032299" "Commd4"
"ENSMUSG00000056941" "ENSMUSG00000056941" "Commd7"
"ENSMUSG00000018672" "ENSMUSG00000018672" "Copz2"
"ENSMUSG00000031782" "ENSMUSG00000031782" "Coq9"
"ENSMUSG00000030707" "ENSMUSG00000030707" "Coro1a"
"ENSMUSG00000028337" "ENSMUSG00000028337" "Coro2a"
"ENSMUSG00000039637" "ENSMUSG00000039637" "Coro7"
"ENSMUSG00000046516" "ENSMUSG00000046516" "Cox17"
"ENSMUSG00000031818" "ENSMUSG00000031818" "Cox4i1"
"ENSMUSG00000000088" "ENSMUSG00000000088" "Cox5a"
"ENSMUSG00000061518" "ENSMUSG00000061518" "Cox5b"
"ENSMUSG00000041697" "ENSMUSG00000041697" "Cox6a1"
"ENSMUSG00000030785" "ENSMUSG00000030785" "Cox6a2"
"ENSMUSG00000036751" "ENSMUSG00000036751" "Cox6b1"
"ENSMUSG00000051811" "ENSMUSG00000051811" "Cox6b2"
"ENSMUSG00000017778" "ENSMUSG00000017778" "Cox7c"
"ENSMUSG00000035885" "ENSMUSG00000035885" "Cox8a"
"ENSMUSG00000001865" "ENSMUSG00000001865" "Cpa3"
"ENSMUSG00000034361" "ENSMUSG00000034361" "Cpne2"
"ENSMUSG00000028228" "ENSMUSG00000028228" "Cpne3"
"ENSMUSG00000022742" "ENSMUSG00000022742" "Cpox"
"ENSMUSG00000041781" "ENSMUSG00000041781" "Cpsf2"
"ENSMUSG00000028607" "ENSMUSG00000028607" "Cpt2"
"ENSMUSG00000022521" "ENSMUSG00000022521" "Crebbp"
"ENSMUSG00000040713" "ENSMUSG00000040713" "Creg1"
"ENSMUSG00000023272" "ENSMUSG00000023272" "Creld2"
"ENSMUSG00000024074" "ENSMUSG00000024074" "Crim1"
"ENSMUSG00000006360" "ENSMUSG00000006360" "Crip1"
"ENSMUSG00000006356" "ENSMUSG00000006356" "Crip2"
"ENSMUSG00000005683" "ENSMUSG00000005683" "Cs"
"ENSMUSG00000014599" "ENSMUSG00000014599" "Csf1"
"ENSMUSG00000024621" "ENSMUSG00000024621" "Csf1r"
"ENSMUSG00000059326" "ENSMUSG00000059326" "Csf2ra"
"ENSMUSG00000071713" "ENSMUSG00000071713" "Csf2rb"
"ENSMUSG00000071714" "ENSMUSG00000071714" "Csf2rb2"
"ENSMUSG00000028859" "ENSMUSG00000028859" "Csf3r"
"ENSMUSG00000042042" "ENSMUSG00000042042" "Csgalnact2"
"ENSMUSG00000032312" "ENSMUSG00000032312" "Csk"
"ENSMUSG00000024576" "ENSMUSG00000024576" "Csnk1a1"
"ENSMUSG00000024387" "ENSMUSG00000024387" "Csnk2b"
"ENSMUSG00000032515" "ENSMUSG00000032515" "Csrnp1"
"ENSMUSG00000020186" "ENSMUSG00000020186" "Csrp2"
"ENSMUSG00000030470" "ENSMUSG00000030470" "Csrp3"
"ENSMUSG00000027447" "ENSMUSG00000027447" "Cst3"
"ENSMUSG00000068129" "ENSMUSG00000068129" "Cst7"
"ENSMUSG00000037373" "ENSMUSG00000037373" "Ctbp1"
"ENSMUSG00000005698" "ENSMUSG00000005698" "Ctcf"
"ENSMUSG00000047409" "ENSMUSG00000047409" "Ctdspl"
"ENSMUSG00000044258" "ENSMUSG00000044258" "Ctla2a"
"ENSMUSG00000006932" "ENSMUSG00000006932" "Ctnnb1"
"ENSMUSG00000030560" "ENSMUSG00000030560" "Ctsc"
"ENSMUSG00000007891" "ENSMUSG00000007891" "Ctsd"
"ENSMUSG00000004552" "ENSMUSG00000004552" "Ctse"
"ENSMUSG00000040314" "ENSMUSG00000040314" "Ctsg"
"ENSMUSG00000032359" "ENSMUSG00000032359" "Ctsh"
"ENSMUSG00000021477" "ENSMUSG00000021477" "Ctsl"
"ENSMUSG00000038642" "ENSMUSG00000038642" "Ctss"
"ENSMUSG00000024910" "ENSMUSG00000024910" "Ctsw"
"ENSMUSG00000016256" "ENSMUSG00000016256" "Ctsz"
"ENSMUSG00000031078" "ENSMUSG00000031078" "Cttn"
"ENSMUSG00000018378" "ENSMUSG00000018378" "Cuedc1"
"ENSMUSG00000098571" "ENSMUSG00000098571" "Cuedc1"
"ENSMUSG00000031446" "ENSMUSG00000031446" "Cul4a"
"ENSMUSG00000040327" "ENSMUSG00000040327" "Cul9"
"ENSMUSG00000029705" "ENSMUSG00000029705" "Cux1"
"ENSMUSG00000034855" "ENSMUSG00000034855" "Cxcl10"
"ENSMUSG00000045382" "ENSMUSG00000045382" "Cxcr4"
"ENSMUSG00000024560" "ENSMUSG00000024560" "Cxxc1"
"ENSMUSG00000031924" "ENSMUSG00000031924" "Cyb5b"
"ENSMUSG00000018042" "ENSMUSG00000018042" "Cyb5r3"
"ENSMUSG00000015340" "ENSMUSG00000015340" "Cybb"
"ENSMUSG00000022551" "ENSMUSG00000022551" "Cyc1"
"ENSMUSG00000020340" "ENSMUSG00000020340" "Cyfip2"
"ENSMUSG00000053929" "ENSMUSG00000053929" "Cyhr1"
"ENSMUSG00000032323" "ENSMUSG00000032323" "Cyp11a1"
"ENSMUSG00000026170" "ENSMUSG00000026170" "Cyp27a1"
"ENSMUSG00000048440" "ENSMUSG00000048440" "Cyp4f16"
"ENSMUSG00000003484" "ENSMUSG00000003484" "Cyp4f18"
"ENSMUSG00000018001" "ENSMUSG00000018001" "Cyth3"
"ENSMUSG00000056692" "ENSMUSG00000056692" "D17Wsu92e"
"ENSMUSG00000097392" "ENSMUSG00000097392" "D930016D06Rik"
"ENSMUSG00000026883" "ENSMUSG00000026883" "Dab2ip"
"ENSMUSG00000055639" "ENSMUSG00000055639" "Dach1"
"ENSMUSG00000039168" "ENSMUSG00000039168" "Dap"
"ENSMUSG00000068921" "ENSMUSG00000068921" "Dap3"
"ENSMUSG00000028159" "ENSMUSG00000028159" "Dapp1"
"ENSMUSG00000069565" "ENSMUSG00000069565" "Dazap1"
"ENSMUSG00000000346" "ENSMUSG00000000346" "Dazap2"
"ENSMUSG00000017734" "ENSMUSG00000017734" "Dbndd2"
"ENSMUSG00000020476" "ENSMUSG00000020476" "Dbnl"
"ENSMUSG00000021222" "ENSMUSG00000021222" "Dcaf4"
"ENSMUSG00000049354" "ENSMUSG00000049354" "Dcaf7"
"ENSMUSG00000029366" "ENSMUSG00000029366" "Dck"
"ENSMUSG00000028078" "ENSMUSG00000028078" "Dclk2"
"ENSMUSG00000025077" "ENSMUSG00000025077" "Dclre1a"
"ENSMUSG00000042462" "ENSMUSG00000042462" "Dctpp1"
"ENSMUSG00000007039" "ENSMUSG00000007039" "Ddah2"
"ENSMUSG00000024740" "ENSMUSG00000024740" "Ddb1"
"ENSMUSG00000020108" "ENSMUSG00000020108" "Ddit4"
"ENSMUSG00000028757" "ENSMUSG00000028757" "Ddost"
"ENSMUSG00000037149" "ENSMUSG00000037149" "Ddx1"
"ENSMUSG00000055065" "ENSMUSG00000055065" "Ddx17"
"ENSMUSG00000020075" "ENSMUSG00000020075" "Ddx21"
"ENSMUSG00000003360" "ENSMUSG00000003360" "Ddx23"
"ENSMUSG00000041645" "ENSMUSG00000041645" "Ddx24"
"ENSMUSG00000017999" "ENSMUSG00000017999" "Ddx27"
"ENSMUSG00000005481" "ENSMUSG00000005481" "Ddx39"
"ENSMUSG00000021500" "ENSMUSG00000021500" "Ddx46"
"ENSMUSG00000040296" "ENSMUSG00000040296" "Ddx58"
"ENSMUSG00000032097" "ENSMUSG00000032097" "Ddx6"
"ENSMUSG00000002257" "ENSMUSG00000002257" "Def6"
"ENSMUSG00000001482" "ENSMUSG00000001482" "Def8"
"ENSMUSG00000021377" "ENSMUSG00000021377" "Dek"
"ENSMUSG00000056268" "ENSMUSG00000056268" "Dennd1b"
"ENSMUSG00000002668" "ENSMUSG00000002668" "Dennd1c"
"ENSMUSG00000027901" "ENSMUSG00000027901" "Dennd2d"
"ENSMUSG00000053641" "ENSMUSG00000053641" "Dennd4a"
"ENSMUSG00000030747" "ENSMUSG00000030747" "Dgat2"
"ENSMUSG00000022861" "ENSMUSG00000022861" "Dgkg"
"ENSMUSG00000011382" "ENSMUSG00000011382" "Dhdh"
"ENSMUSG00000034449" "ENSMUSG00000034449" "Dhrs11"
"ENSMUSG00000066026" "ENSMUSG00000066026" "Dhrs3"
"ENSMUSG00000022210" "ENSMUSG00000022210" "Dhrs4"
"ENSMUSG00000021094" "ENSMUSG00000021094" "Dhrs7"
"ENSMUSG00000037993" "ENSMUSG00000037993" "Dhx38"
"ENSMUSG00000038914" "ENSMUSG00000038914" "Dido1"
"ENSMUSG00000007682" "ENSMUSG00000007682" "Dio2"
"ENSMUSG00000033166" "ENSMUSG00000033166" "Dis3"
"ENSMUSG00000030792" "ENSMUSG00000030792" "Dkkl1"
"ENSMUSG00000000168" "ENSMUSG00000000168" "Dlat"
"ENSMUSG00000000881" "ENSMUSG00000000881" "Dlg3"
"ENSMUSG00000060962" "ENSMUSG00000060962" "Dmkn"
"ENSMUSG00000030410" "ENSMUSG00000030410" "Dmwd"
"ENSMUSG00000004069" "ENSMUSG00000004069" "Dnaja3"
"ENSMUSG00000032285" "ENSMUSG00000032285" "Dnaja4"
"ENSMUSG00000005483" "ENSMUSG00000005483" "Dnajb1"
"ENSMUSG00000004460" "ENSMUSG00000004460" "Dnajb11"
"ENSMUSG00000026203" "ENSMUSG00000026203" "Dnajb2"
"ENSMUSG00000081984" "ENSMUSG00000081984" "Dnajb3"
"ENSMUSG00000014905" "ENSMUSG00000014905" "Dnajb9"
"ENSMUSG00000027006" "ENSMUSG00000027006" "Dnajc10"
"ENSMUSG00000039768" "ENSMUSG00000039768" "Dnajc11"
"ENSMUSG00000027679" "ENSMUSG00000027679" "Dnajc19"
"ENSMUSG00000029014" "ENSMUSG00000029014" "Dnajc2"
"ENSMUSG00000022136" "ENSMUSG00000022136" "Dnajc3"
"ENSMUSG00000028528" "ENSMUSG00000028528" "Dnajc6"
"ENSMUSG00000054405" "ENSMUSG00000054405" "Dnajc8"
"ENSMUSG00000004099" "ENSMUSG00000004099" "Dnmt1"
"ENSMUSG00000020661" "ENSMUSG00000020661" "Dnmt3a"
"ENSMUSG00000027478" "ENSMUSG00000027478" "Dnmt3b"
"ENSMUSG00000026209" "ENSMUSG00000026209" "Dnpep"
"ENSMUSG00000025014" "ENSMUSG00000025014" "Dntt"
"ENSMUSG00000039756" "ENSMUSG00000039756" "Dnttip2"
"ENSMUSG00000058325" "ENSMUSG00000058325" "Dock1"
"ENSMUSG00000020143" "ENSMUSG00000020143" "Dock2"
"ENSMUSG00000028556" "ENSMUSG00000028556" "Dock7"
"ENSMUSG00000052085" "ENSMUSG00000052085" "Dock8"
"ENSMUSG00000022102" "ENSMUSG00000022102" "Dok2"
"ENSMUSG00000035711" "ENSMUSG00000035711" "Dok3"
"ENSMUSG00000035000" "ENSMUSG00000035000" "Dpp4"
"ENSMUSG00000001229" "ENSMUSG00000001229" "Dpp9"
"ENSMUSG00000043067" "ENSMUSG00000043067" "Dpy19l1"
"ENSMUSG00000043671" "ENSMUSG00000043671" "Dpy19l3"
"ENSMUSG00000022048" "ENSMUSG00000022048" "Dpysl2"
"ENSMUSG00000015932" "ENSMUSG00000015932" "Dstn"
"ENSMUSG00000042046" "ENSMUSG00000042046" "Dstyk"
"ENSMUSG00000057531" "ENSMUSG00000057531" "Dtnbp1"
"ENSMUSG00000039982" "ENSMUSG00000039982" "Dtx4"
"ENSMUSG00000025155" "ENSMUSG00000025155" "Dus1l"
"ENSMUSG00000030002" "ENSMUSG00000030002" "Dusp11"
"ENSMUSG00000047205" "ENSMUSG00000047205" "Dusp18"
"ENSMUSG00000069255" "ENSMUSG00000069255" "Dusp22"
"ENSMUSG00000026544" "ENSMUSG00000026544" "Dusp23"
"ENSMUSG00000003518" "ENSMUSG00000003518" "Dusp3"
"ENSMUSG00000035765" "ENSMUSG00000035765" "Dym"
"ENSMUSG00000018707" "ENSMUSG00000018707" "Dync1h1"
"ENSMUSG00000047459" "ENSMUSG00000047459" "Dynlrb1"
"ENSMUSG00000016526" "ENSMUSG00000016526" "Dyrk3"
"ENSMUSG00000045071" "ENSMUSG00000045071" "E130308A19Rik"
"ENSMUSG00000018983" "ENSMUSG00000018983" "E2f2"
"ENSMUSG00000014859" "ENSMUSG00000014859" "E2f4"
"ENSMUSG00000046179" "ENSMUSG00000046179" "E2f8"
"ENSMUSG00000003206" "ENSMUSG00000003206" "Ebi3"
"ENSMUSG00000057530" "ENSMUSG00000057530" "Ece1"
"ENSMUSG00000025465" "ENSMUSG00000025465" "Echs1"
"ENSMUSG00000028108" "ENSMUSG00000028108" "Ecm1"
"ENSMUSG00000030104" "ENSMUSG00000030104" "Edem1"
"ENSMUSG00000038312" "ENSMUSG00000038312" "Edem2"
"ENSMUSG00000015092" "ENSMUSG00000015092" "Edf1"
"ENSMUSG00000025967" "ENSMUSG00000025967" "Eef1b2"
"ENSMUSG00000055762" "ENSMUSG00000055762" "Eef1d"
"ENSMUSG00000001707" "ENSMUSG00000001707" "Eef1e1"
"ENSMUSG00000071644" "ENSMUSG00000071644" "Eef1g"
"ENSMUSG00000034994" "ENSMUSG00000034994" "Eef2"
"ENSMUSG00000036611" "ENSMUSG00000036611" "Eepd1"
"ENSMUSG00000040659" "ENSMUSG00000040659" "Efhd2"
"ENSMUSG00000031217" "ENSMUSG00000031217" "Efnb1"
"ENSMUSG00000026921" "ENSMUSG00000026921" "Egfl7"
"ENSMUSG00000035105" "ENSMUSG00000035105" "Egln3"
"ENSMUSG00000038418" "ENSMUSG00000038418" "Egr1"
"ENSMUSG00000024772" "ENSMUSG00000024772" "Ehd1"
"ENSMUSG00000107039" "ENSMUSG00000107039" "Ehd1"
"ENSMUSG00000024065" "ENSMUSG00000024065" "Ehd3"
"ENSMUSG00000067194" "ENSMUSG00000067194" "Eif1ax"
"ENSMUSG00000029613" "ENSMUSG00000029613" "Eif2ak1"
"ENSMUSG00000029388" "ENSMUSG00000029388" "Eif2b1"
"ENSMUSG00000029145" "ENSMUSG00000029145" "Eif2b4"
"ENSMUSG00000074656" "ENSMUSG00000074656" "Eif2s2"
"ENSMUSG00000056076" "ENSMUSG00000056076" "Eif3b"
"ENSMUSG00000030738" "ENSMUSG00000030738" "Eif3c"
"ENSMUSG00000016554" "ENSMUSG00000016554" "Eif3d"
"ENSMUSG00000031029" "ENSMUSG00000031029" "Eif3f"
"ENSMUSG00000070319" "ENSMUSG00000070319" "Eif3g"
"ENSMUSG00000022312" "ENSMUSG00000022312" "Eif3h"
"ENSMUSG00000028798" "ENSMUSG00000028798" "Eif3i"
"ENSMUSG00000053565" "ENSMUSG00000053565" "Eif3k"
"ENSMUSG00000027170" "ENSMUSG00000027170" "Eif3m"
"ENSMUSG00000059796" "ENSMUSG00000059796" "Eif4a1"
"ENSMUSG00000058655" "ENSMUSG00000058655" "Eif4b"
"ENSMUSG00000026254" "ENSMUSG00000026254" "Eif4e2"
"ENSMUSG00000093661" "ENSMUSG00000093661" "Eif4e3"
"ENSMUSG00000031490" "ENSMUSG00000031490" "Eif4ebp1"
"ENSMUSG00000020091" "ENSMUSG00000020091" "Eif4ebp2"
"ENSMUSG00000020454" "ENSMUSG00000020454" "Eif4enif1"
"ENSMUSG00000045983" "ENSMUSG00000045983" "Eif4g1"
"ENSMUSG00000005610" "ENSMUSG00000005610" "Eif4g2"
"ENSMUSG00000028760" "ENSMUSG00000028760" "Eif4g3"
"ENSMUSG00000021282" "ENSMUSG00000021282" "Eif5"
"ENSMUSG00000026083" "ENSMUSG00000026083" "Eif5b"
"ENSMUSG00000020125" "ENSMUSG00000020125" "Elane"
"ENSMUSG00000040028" "ENSMUSG00000040028" "Elavl1"
"ENSMUSG00000036461" "ENSMUSG00000036461" "Elf1"
"ENSMUSG00000008398" "ENSMUSG00000008398" "Elk3"
"ENSMUSG00000001542" "ENSMUSG00000001542" "Ell2"
"ENSMUSG00000032349" "ENSMUSG00000032349" "Elovl5"
"ENSMUSG00000021696" "ENSMUSG00000021696" "Elovl7"
"ENSMUSG00000021728" "ENSMUSG00000021728" "Emb"
"ENSMUSG00000004268" "ENSMUSG00000004268" "Emg1"
"ENSMUSG00000034164" "ENSMUSG00000034164" "Emid1"
"ENSMUSG00000029163" "ENSMUSG00000029163" "Emilin1"
"ENSMUSG00000024053" "ENSMUSG00000024053" "Emilin2"
"ENSMUSG00000032624" "ENSMUSG00000032624" "Eml4"
"ENSMUSG00000040212" "ENSMUSG00000040212" "Emp3"
"ENSMUSG00000037419" "ENSMUSG00000037419" "Endod1"
"ENSMUSG00000029505" "ENSMUSG00000029505" "Ep400"
"ENSMUSG00000002808" "ENSMUSG00000002808" "Epdr1"
"ENSMUSG00000022040" "ENSMUSG00000022040" "Ephx2"
"ENSMUSG00000035203" "ENSMUSG00000035203" "Epn1"
"ENSMUSG00000006235" "ENSMUSG00000006235" "Epor"
"ENSMUSG00000026615" "ENSMUSG00000026615" "Eprs"
"ENSMUSG00000028552" "ENSMUSG00000028552" "Eps15"
"ENSMUSG00000022014" "ENSMUSG00000022014" "Epsti1"
"ENSMUSG00000052234" "ENSMUSG00000052234" "Epx"
"ENSMUSG00000030172" "ENSMUSG00000030172" "Erc1"
"ENSMUSG00000028644" "ENSMUSG00000028644" "Ermap"
"ENSMUSG00000020715" "ENSMUSG00000020715" "Ern1"
"ENSMUSG00000021831" "ENSMUSG00000021831" "Ero1l"
"ENSMUSG00000057069" "ENSMUSG00000057069" "Ero1lb"
"ENSMUSG00000029616" "ENSMUSG00000029616" "Erp29"
"ENSMUSG00000028343" "ENSMUSG00000028343" "Erp44"
"ENSMUSG00000022034" "ENSMUSG00000022034" "Esco2"
"ENSMUSG00000058290" "ENSMUSG00000058290" "Espl1"
"ENSMUSG00000025366" "ENSMUSG00000025366" "Esyt1"
"ENSMUSG00000024360" "ENSMUSG00000024360" "Etf1"
"ENSMUSG00000032314" "ENSMUSG00000032314" "Etfa"
"ENSMUSG00000004610" "ENSMUSG00000004610" "Etfb"
"ENSMUSG00000027809" "ENSMUSG00000027809" "Etfdh"
"ENSMUSG00000030275" "ENSMUSG00000030275" "Etnk1"
"ENSMUSG00000032035" "ENSMUSG00000032035" "Ets1"
"ENSMUSG00000030199" "ENSMUSG00000030199" "Etv6"
"ENSMUSG00000021262" "ENSMUSG00000021262" "Evl"
"ENSMUSG00000011263" "ENSMUSG00000011263" "Exoc3l2"
"ENSMUSG00000053799" "ENSMUSG00000053799" "Exoc6"
"ENSMUSG00000039356" "ENSMUSG00000039356" "Exosc2"
"ENSMUSG00000061286" "ENSMUSG00000061286" "Exosc5"
"ENSMUSG00000025785" "ENSMUSG00000025785" "Exosc7"
"ENSMUSG00000027752" "ENSMUSG00000027752" "Exosc8"
"ENSMUSG00000061731" "ENSMUSG00000061731" "Ext1"
"ENSMUSG00000017897" "ENSMUSG00000017897" "Eya2"
"ENSMUSG00000029687" "ENSMUSG00000029687" "Ezh2"
"ENSMUSG00000052397" "ENSMUSG00000052397" "Ezr"
"ENSMUSG00000031444" "ENSMUSG00000031444" "F10"
"ENSMUSG00000039109" "ENSMUSG00000039109" "F13a1"
"ENSMUSG00000048376" "ENSMUSG00000048376" "F2r"
"ENSMUSG00000050147" "ENSMUSG00000050147" "F2rl3"
"ENSMUSG00000026579" "ENSMUSG00000026579" "F5"
"ENSMUSG00000034171" "ENSMUSG00000034171" "Faah"
"ENSMUSG00000027533" "ENSMUSG00000027533" "Fabp5"
"ENSMUSG00000010663" "ENSMUSG00000010663" "Fads1"
"ENSMUSG00000024664" "ENSMUSG00000024664" "Fads3"
"ENSMUSG00000039157" "ENSMUSG00000039157" "Fam102a"
"ENSMUSG00000026655" "ENSMUSG00000026655" "Fam107b"
"ENSMUSG00000027459" "ENSMUSG00000027459" "Fam110a"
"ENSMUSG00000038893" "ENSMUSG00000038893" "Fam117a"
